1,1,2,3
1,0.37961,0.42706,0.16888
2,0.31907,0.95537,0.74517
3,0.98605,0.72425,0.47713
4,0.71818,0.58089,0.65344
5,0.41318,0.54026,0.96658
6,0.09863,0.70544,0.31303
7,0.73456,0.0050289,0.076439
8,0.63731,0.78252,0.79142
9,0.073842,0.92686,0.36538
10,0.12051,0.0082957,0.5851
11,0.9816,0.82463,0.18334
12,0.4968,0.76734,0.076919
13,0.022414,0.99714,0.15366
14,0.053832,0.22765,0.82688
15,0.14087,0.91954,0.30096
16,0.89347,0.642,0.38388
17,0.46582,0.10532,0.65075
18,0.56086,0.26816,0.81737
19,0.49446,0.76384,0.76627
20,0.067785,0.80551,0.37418
21,0.89765,0.10425,0.18986
22,0.28857,0.46976,0.6465
23,0.26905,0.21906,0.0036053
24,0.59419,0.92271,0.28289
25,0.47588,0.32032,0.6386
26,0.36831,0.85754,0.59207
27,0.65561,0.25985,0.32529
28,0.9382,0.87806,0.98895
29,0.62043,0.18827,0.12324
30,0.28284,0.75919,0.73588
31,0.20518,0.031689,0.15662
32,0.43913,0.64234,0.43465
33,0.02725,0.56687,0.83224
34,0.87618,0.37641,0.35991
35,0.61009,0.21255,0.076238
36,0.20359,0.79216,0.55693
37,0.51992,0.14544,0.27393
38,0.053824,0.48914,0.13205
39,0.86219,0.012846,0.69965
40,0.44293,0.18661,0.4859
41,0.54801,0.48523,0.18272
42,0.56686,0.83823,0.10121
43,0.68039,0.14106,0.20158
44,0.37138,0.73222,0.13475
45,0.078229,0.69107,0.32379
46,0.45635,0.034493,0.95055
47,0.047844,0.48886,0.53213
48,0.73826,0.97139,0.24769
49,0.038002,0.11245,0.43728
50,0.95424,0.74321,0.66909
51,0.74237,0.63854,0.5477
52,0.93745,0.59418,0.60905
53,0.51336,0.49862,0.86313
54,0.2409,0.56785,0.3807
55,0.25997,0.4265,0.74896
56,0.75897,0.076239,0.1567
57,0.99334,0.29059,0.058124
58,0.35671,0.56134,0.33971
59,0.75286,0.63333,0.81718
60,0.11005,0.93078,0.37755
61,0.59705,0.97777,0.9726
62,0.4306,0.093597,0.60532
63,0.73072,0.66173,0.33824
64,0.26118,0.60277,0.92798
65,0.094808,0.47382,0.89842
66,0.45096,0.35626,0.85071
67,0.64007,0.47558,0.25679
68,0.13204,0.67102,0.2855
69,0.45282,0.95965,0.77995
70,0.6522,0.089084,0.7014
71,0.827,0.79774,0.49251
72,0.30808,0.59078,0.96767
73,0.40236,0.9122,0.47616
74,0.88423,0.10113,0.99491
75,0.70058,0.29329,0.49058
76,0.24187,0.051588,0.50345
77,0.75983,0.50413,0.76877
78,0.29093,0.76838,0.38808
79,0.27744,0.28299,0.45326
80,0.0061078,0.22536,0.13285
81,0.37471,0.33129,0.75851
82,0.43693,0.45325,0.56524
83,0.3043,0.73738,0.64864
84,0.29086,0.50989,0.79806
85,0.24252,0.38251,0.22045
86,0.93668,0.90548,0.85789
87,0.86019,0.96526,0.90473
88,0.39723,0.62827,0.29202
89,0.47942,0.13203,0.72587
90,0.565,0.6183,0.33945
91,0.48962,0.38302,0.27268
92,0.26981,0.99119,0.17027
93,0.98974,0.28683,0.66402
94,0.18368,0.70619,0.53585
95,0.86166,0.53521,0.82911
96,0.032633,0.19321,0.26736
97,0.33196,0.68944,0.17616
98,0.74875,0.050455,0.43119
99,0.64437,0.18443,0.47566
100,0.16924,0.045658,0.78522
101,0.95221,0.88504,0.13065
102,0.54327,0.83979,0.051356
103,0.25141,0.11816,0.62751
104,0.57857,0.41041,0.029088
105,0.91548,0.12023,0.13619
106,0.8956,0.57209,0.69456
107,0.48251,0.94939,0.51568
108,0.44274,0.25639,0.54258
109,0.31175,0.98987,0.80848
110,0.055314,0.34981,0.79369
111,0.75379,0.20852,0.50187
112,0.13195,0.66583,0.27663
113,0.35592,0.97334,0.11966
114,0.39587,0.6227,0.8866
115,0.88552,0.063538,0.97029
116,0.02124,0.37351,0.94253
117,0.84408,0.16625,0.63813
118,0.28807,0.23128,0.09059
119,0.25034,0.052209,0.074708
120,0.48838,0.90176,0.18245
121,0.72904,0.79329,0.031688
122,0.20262,0.37301,0.72494
123,0.21628,0.83205,0.14416
124,0.97633,0.75383,0.63593
125,0.59324,0.62186,0.78985
126,0.3044,0.39409,0.56625
127,0.9677,0.35928,0.37741
128,0.89597,0.088852,0.82159
129,0.19003,0.34168,0.30488
130,0.0017993,0.54867,0.31937
131,0.71176,0.46055,0.78498
132,0.86773,0.64545,0.50374
133,0.11831,0.51352,0.261
134,0.039023,0.81443,0.73248
135,0.59819,0.097183,0.16295
136,0.60431,0.46371,0.92108
137,0.51643,0.58982,0.22222
138,0.0075074,0.18717,0.083609
139,0.68893,0.61133,0.073702
140,0.94602,0.051942,0.76955
141,0.87354,0.57573,0.81768
142,0.11328,0.84234,0.74043
143,0.35457,0.49973,0.75825
144,0.24194,0.43902,0.96119
145,0.56033,0.14906,0.46642
146,0.61273,0.028279,0.787
147,0.30081,0.75667,0.42257
148,0.79814,0.79611,0.94373
149,0.79564,0.29356,0.0013144
150,0.78109,0.11521,0.98127
151,0.3511,0.37509,0.57019
152,0.054297,0.82889,0.34647
153,0.7087,0.84178,0.5575
154,0.99293,0.66524,0.29978
155,0.16248,0.96014,0.15907
156,0.11357,0.94312,0.66526
157,0.91288,0.1127,0.6842
158,0.48166,0.64829,0.79241
159,0.85181,0.4808,0.34862
160,0.80991,0.066521,0.25007
161,0.18676,0.89777,0.345
162,0.2472,0.49723,0.32863
163,0.054189,0.7713,0.92749
164,0.60896,0.060362,0.75607
165,0.77723,0.26246,0.28824
166,0.51106,0.65107,0.60618
167,0.02775,0.1336,0.76603
168,0.99039,0.63855,0.84615
169,0.50094,0.38494,0.90198
170,0.332,0.7657,0.59571
171,0.17388,0.65292,0.068536
172,0.62564,0.38149,0.21804
173,0.57513,0.30002,0.86941
174,0.75099,0.34014,0.41422
175,0.15352,0.91893,0.66121
176,0.35679,0.45627,0.78348
177,0.14395,0.4425,0.24789
178,0.85061,0.45419,0.55443
179,0.33787,0.94528,0.22959
180,0.2752,0.21912,0.0069128
181,0.006011,0.8824,0.76664
182,0.80191,0.019875,0.021833
183,0.49741,0.34176,0.3931
184,0.53784,0.76603,0.25254
185,0.87091,0.3428,0.20422
186,0.72284,0.61881,0.66228
187,0.66809,0.45302,0.91474
188,0.17883,0.010163,0.0069025
189,0.5505,0.59908,0.74642
